id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,in_custody,out_custody,two_year_recid
10239,Male,36,25 - 45,African-American,0,1,0,0,0,F,Aggravated Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/10/13,2/11/13,0
10241,Male,30,25 - 45,African-American,0,6,0,1,10,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,6/14/13,7/16/13,1
10242,Male,31,25 - 45,Caucasian,0,7,0,0,3,M,Driving Under The Influence,0,0,Risk of Recidivism,Medium,Risk of Violence,9,High,1/10/14,1/10/14,0
10243,Female,29,25 - 45,Hispanic,0,3,0,0,0,M,Disorderly Conduct,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,5/31/13,6/1/13,0
10244,Male,47,Greater than 45,Other,0,1,0,0,5,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/7/13,10/9/13,1
10250,Male,25,25 - 45,African-American,0,10,0,0,7,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,High,Risk of Violence,10,High,11/25/13,12/10/13,0
10251,Male,26,25 - 45,Caucasian,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,12/11/13,12/13/13,0
10252,Male,24,Less than 25,African-American,0,4,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,4/19/13,4/20/13,0
10253,Male,43,25 - 45,Other,0,1,0,0,1,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/21/14,2/22/14,0
10254,Male,27,25 - 45,African-American,1,9,2,0,11,F,Deliver Cocaine,0,0,Risk of Recidivism,High,Risk of Violence,10,High,1/27/14,1/30/14,0
10256,Male,28,25 - 45,Caucasian,0,4,0,0,4,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,9/11/13,3/20/14,0
10257,Female,33,25 - 45,Other,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/18/13,11/19/13,0
10258,Male,54,Greater than 45,Caucasian,0,3,0,0,3,F,Grand Theft in the 3rd Degree,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,4/27/15,5/28/15,1
10259,Male,57,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/2/13,10/3/13,0
10260,Male,54,Greater than 45,Caucasian,0,9,0,0,11,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,5/16/15,7/19/15,1
10261,Male,30,25 - 45,African-American,0,2,0,0,2,F,Burglary Unoccupied Dwelling,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,5/28/13,6/13/13,0
10262,Male,27,25 - 45,Other,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/14/13,11/15/13,0
10267,Female,31,25 - 45,African-American,0,8,0,0,4,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,High,Risk of Violence,5,Medium,4/19/13,4/20/13,0
10269,Male,29,25 - 45,Caucasian,0,3,0,0,0,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,2/24/13,2/25/13,0
10270,Female,29,25 - 45,Hispanic,0,2,0,0,0,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,7/20/14,7/21/14,1
10271,Male,33,25 - 45,Hispanic,0,3,0,0,2,M,Driving License Suspended,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,6/26/13,6/27/13,0
10272,Male,22,Less than 25,African-American,0,4,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,9/18/13,9/19/13,0
10273,Male,28,25 - 45,African-American,0,3,0,0,2,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/18/13,4/2/13,0
10274,Male,35,25 - 45,African-American,0,8,0,0,0,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,7,Medium,2/7/13,2/9/13,1
10276,Male,29,25 - 45,African-American,0,1,0,0,2,F,Resist Officer w/Violence,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,6/15/14,7/3/14,1
10277,Male,30,25 - 45,African-American,0,7,1,0,14,F,Driving While License Revoked,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,10/24/13,12/15/13,0
10279,Female,44,25 - 45,African-American,0,2,0,0,1,M,Aggrav Child Abuse-Agg Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,8/9/13,8/11/13,0
10280,Male,27,25 - 45,African-American,0,10,0,0,2,F,Tampering With Physical Evidence,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,5/15/13,12/26/13,1
10281,Female,63,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/22/13,2/23/13,0
10283,Male,27,25 - 45,African-American,0,5,0,0,6,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,7/11/13,8/16/13,1
10288,Male,34,25 - 45,Other,0,2,0,0,3,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/16/14,2/17/14,0
10289,Male,36,25 - 45,Caucasian,0,8,0,0,0,F,Possession of Cocaine,1,1,Risk of Recidivism,High,Risk of Violence,3,Low,4/2/15,4/15/15,1
10290,Male,31,25 - 45,African-American,0,10,0,1,5,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,2/13/14,1/1/20,1
10292,Male,21,Less than 25,African-American,0,8,0,0,0,F,Carrying Concealed Firearm,0,0,Risk of Recidivism,High,Risk of Violence,8,High,6/29/14,7/17/14,0
10293,Male,23,Less than 25,Caucasian,0,3,0,0,1,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,12/3/13,12/4/13,0
10295,Male,55,Greater than 45,African-American,0,5,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,9/12/13,10/25/13,0
10296,Male,40,25 - 45,African-American,0,3,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/27/13,5/14/13,0
10298,Male,30,25 - 45,African-American,0,5,0,0,3,M,Battery,1,1,Risk of Recidivism,Medium,Risk of Violence,5,Medium,3/11/14,3/11/14,1
10299,Male,41,25 - 45,African-American,0,5,0,0,1,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,9/7/13,9/9/13,0
10300,Male,56,Greater than 45,Caucasian,0,1,0,0,0,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/21/13,1/21/13,0
10301,Male,23,Less than 25,African-American,0,3,0,0,1,F,Possession of Codeine,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,6/19/14,6/19/14,1
10302,Male,61,Greater than 45,African-American,0,2,0,0,14,M,Poss Of Controlled Substance,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,10/22/13,10/23/13,0
10303,Male,22,Less than 25,Hispanic,0,7,0,0,0,F,Dealing in Stolen Property,1,0,Risk of Recidivism,Medium,Risk of Violence,8,High,8/13/14,8/14/14,1
10305,Male,20,Less than 25,African-American,0,6,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,10/30/14,10/31/14,1
10306,Male,49,Greater than 45,Caucasian,0,1,0,0,2,F,Felony/Driving Under Influence,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/9/13,11/8/13,1
10307,Male,31,25 - 45,African-American,2,6,0,0,6,F,Felony Battery (Dom Strang),0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,1/5/13,1/31/13,0
10309,Male,50,Greater than 45,African-American,0,5,0,0,7,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,9/17/14,9/19/14,1
10312,Female,31,25 - 45,African-American,0,2,0,0,3,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/25/15,11/25/15,1
10313,Male,32,25 - 45,African-American,1,10,0,2,4,F,Poss Cocaine/Intent To Del/Sel,0,0,Risk of Recidivism,High,Risk of Violence,9,High,7/31/13,8/4/13,0
10314,Female,26,25 - 45,Caucasian,0,6,0,0,7,F,Possession of Oxycodone,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,10/24/15,12/5/15,1
10315,Male,44,25 - 45,African-American,0,1,0,0,0,F,Felony Battery (Dom Strang),1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/2/15,2/5/15,1
10316,Male,56,Greater than 45,Other,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/20/13,1/21/13,0
10317,Male,62,Greater than 45,African-American,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/23/14,1/23/14,0
10319,Male,43,25 - 45,African-American,0,1,0,0,3,F,Felony Driving While Lic Suspd,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/14/14,8/15/14,1
10323,Male,31,25 - 45,Hispanic,2,9,1,0,8,M,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,3/9/16,3/12/16,1
10324,Female,24,Less than 25,African-American,0,4,0,0,1,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,12/12/14,12/12/14,1
10326,Male,41,25 - 45,African-American,0,10,0,0,13,F,Possession Of Carisoprodol,1,0,Risk of Recidivism,High,Risk of Violence,8,High,4/13/15,5/5/15,1
10327,Male,23,Less than 25,Caucasian,0,5,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/10/14,3/11/14,0
10328,Male,25,25 - 45,African-American,0,4,0,0,1,F,Lewd or Lascivious Molestation,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,,,0
10329,Male,53,Greater than 45,Other,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/2/14,2/3/14,0
10330,Male,67,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/27/13,6/8/13,0
10332,Male,38,25 - 45,Hispanic,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/13/13,5/14/13,0
10333,Male,40,25 - 45,Other,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/27/15,1/30/15,0
10334,Male,20,Less than 25,African-American,0,6,0,0,0,F,Threat Public Servant,1,0,Risk of Recidivism,Medium,Risk of Violence,8,High,9/8/15,9/19/15,1
10335,Female,45,Greater than 45,Other,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/28/13,5/30/13,0
10336,Male,29,25 - 45,African-American,1,8,0,0,3,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,8,High,12/6/13,2/4/14,1
10337,Male,32,25 - 45,Hispanic,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,2/11/13,2/11/13,0
10338,Female,34,25 - 45,Caucasian,0,2,0,1,0,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/4/13,8/12/13,1
10339,Male,23,Less than 25,African-American,0,10,0,0,1,M,Prowling/Loitering,1,1,Risk of Recidivism,High,Risk of Violence,10,High,11/24/14,4/22/15,1
10343,Female,39,25 - 45,Other,0,1,0,0,0,F,Criminal Mischief,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/6/13,1/7/13,0
10344,Male,29,25 - 45,African-American,0,2,0,0,0,F,Felony Battery w/Prior Convict,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/23/14,1/24/14,0
10345,Male,46,Greater than 45,African-American,0,1,0,0,4,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/19/13,8/27/13,0
10346,Male,31,25 - 45,African-American,0,8,0,0,9,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,8,High,3/25/14,3/27/14,1
10348,Male,24,Less than 25,African-American,0,2,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/30/13,1/30/13,0
10349,Male,28,25 - 45,African-American,0,1,0,0,1,F,arrest case no charge,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,12/29/15,1/1/20,1
10351,Female,25,25 - 45,African-American,0,4,0,0,0,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,2/8/14,2/10/14,1
10354,Female,24,Less than 25,African-American,0,6,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,10/19/13,10/20/13,0
10355,Male,29,25 - 45,Other,0,6,0,0,5,F,Resist Officer w/Violence,0,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,5/17/13,1/30/14,0
10356,Male,28,25 - 45,Hispanic,0,8,0,0,3,F,arrest case no charge,1,1,Risk of Recidivism,High,Risk of Violence,8,High,2/7/15,6/8/15,1
10357,Male,36,25 - 45,Caucasian,0,2,0,0,1,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/18/14,3/19/14,0
10359,Male,25,25 - 45,African-American,0,6,0,0,2,M,Tresspass in Structure or Conveyance,1,1,Risk of Recidivism,Medium,Risk of Violence,5,Medium,6/18/13,8/5/13,0
10360,Male,29,25 - 45,Caucasian,0,1,0,0,0,F,Felony Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/28/13,1/11/14,0
10361,Female,26,25 - 45,Caucasian,0,9,0,0,1,F,Agg Battery Grt/Bod/Harm,0,0,Risk of Recidivism,High,Risk of Violence,7,Medium,12/3/13,12/4/13,0
10363,Male,23,Less than 25,African-American,1,9,0,0,3,F,Pos Cannabis W/Intent Sel/Del,1,0,Risk of Recidivism,High,Risk of Violence,9,High,11/26/13,11/28/13,1
10364,Male,20,Less than 25,Other,0,10,0,0,1,F,Grand Theft (Motor Vehicle),1,0,Risk of Recidivism,High,Risk of Violence,9,High,6/5/14,9/23/14,1
10367,Male,32,25 - 45,African-American,0,6,0,0,4,F,Driving While License Revoked,1,1,Risk of Recidivism,Medium,Risk of Violence,3,Low,4/3/13,4/4/13,1
10369,Male,29,25 - 45,Hispanic,0,1,0,0,1,F,Agg Battery Grt/Bod/Harm,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/23/13,11/25/13,0
10370,Female,26,25 - 45,Caucasian,0,3,0,0,0,F,Aggravated Assault W/Dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,12/4/13,12/5/13,0
10371,Male,45,Greater than 45,Hispanic,0,1,0,0,3,F,Crim Use of Personal ID Info,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/19/13,3/20/13,0
10372,Male,35,25 - 45,Caucasian,0,1,0,0,0,M,Driving Under The Influence,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/17/13,11/18/13,1
10375,Male,23,Less than 25,African-American,0,4,0,0,0,M,Possess Drug Paraphernalia,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,2/6/15,2/6/15,1
10376,Female,46,Greater than 45,Caucasian,0,1,0,0,0,M,DUI Property Damage/Injury,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/10/14,3/10/14,0
10377,Male,41,25 - 45,Caucasian,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/28/13,4/29/13,0
10378,Male,22,Less than 25,Caucasian,0,6,0,1,0,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,11/7/13,11/8/13,1
10379,Male,27,25 - 45,African-American,0,7,0,0,7,M,Robbery / No Weapon,1,0,Risk of Recidivism,Medium,Risk of Violence,9,High,8/7/13,8/8/13,1
10380,Female,38,25 - 45,Other,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/5/13,5/6/13,0
10381,Female,24,Less than 25,African-American,0,6,0,0,1,F,Sale/Del Cannabis At/Near Scho,1,1,Risk of Recidivism,Medium,Risk of Violence,5,Medium,4/7/15,8/1/15,1
10383,Male,27,25 - 45,African-American,0,9,0,0,10,F,Driving While License Revoked,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,1/10/14,2/15/14,1
10386,Male,22,Less than 25,Caucasian,0,7,0,0,1,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,9/4/13,9/28/13,0
10387,Female,43,25 - 45,African-American,0,2,0,0,3,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/17/15,4/18/15,1
10388,Male,26,25 - 45,African-American,0,6,1,0,3,M,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,3/3/13,3/4/13,1
10389,Male,26,25 - 45,Caucasian,0,6,0,0,7,M,Susp Drivers Lic 1st Offense,0,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,9/10/13,11/27/13,0
10390,Male,29,25 - 45,Caucasian,0,4,0,0,3,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/17/13,1/17/14,1
10393,Female,42,25 - 45,African-American,3,10,0,0,17,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,5/8/14,6/23/14,1
10394,Male,30,25 - 45,African-American,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/30/14,3/31/14,0
10399,Male,34,25 - 45,Caucasian,0,5,0,0,1,F,Burglary Unoccupied Dwelling,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,8/27/13,8/28/13,0
10400,Male,23,Less than 25,Caucasian,0,7,0,7,3,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,9,High,1/1/14,1/2/14,0
10401,Female,47,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/2/13,4/3/13,0
10402,Male,55,Greater than 45,Caucasian,0,1,0,0,2,M,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/17/13,5/30/13,0
10403,Female,30,25 - 45,Caucasian,0,5,0,0,5,F,Sel Etc/Pos/w/Int Contrft Schd,1,1,Risk of Recidivism,Medium,Risk of Violence,2,Low,11/9/15,11/18/15,1
10404,Male,30,25 - 45,Hispanic,0,3,0,0,0,M,DUI Property Damage/Injury,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,9/14/13,9/15/13,0
10406,Male,43,25 - 45,African-American,0,7,0,0,2,F,Possession of Cocaine,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,1/12/13,1/12/13,0
10407,Male,45,Greater than 45,African-American,0,8,0,0,38,F,Felony Battery w/Prior Convict,1,1,Risk of Recidivism,High,Risk of Violence,8,High,7/5/14,11/3/14,1
10408,Male,30,25 - 45,Hispanic,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/2/14,1/3/14,0
10410,Female,61,Greater than 45,Caucasian,0,6,0,0,15,F,Felony Petit Theft,0,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,11/11/13,11/12/13,0
10411,Male,63,Greater than 45,African-American,0,9,0,0,16,M,Battery,0,0,Risk of Recidivism,High,Risk of Violence,5,Medium,10/18/07,4/11/09,0
10412,Male,49,Greater than 45,Caucasian,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/24/13,2/25/13,0
10413,Male,49,Greater than 45,African-American,0,1,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/14/14,5/15/14,0
10415,Male,42,25 - 45,African-American,0,1,0,0,1,F,Possession Of Amphetamine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/1/13,3/1/13,0
10416,Male,24,Less than 25,African-American,0,7,0,0,1,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,11/8/14,12/18/14,0
10417,Male,51,Greater than 45,Caucasian,0,1,0,0,0,F,Possession of Cannabis,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/19/13,8/20/13,0
10419,Male,32,25 - 45,Hispanic,0,5,0,0,6,M,Battery,1,1,Risk of Recidivism,Medium,Risk of Violence,2,Low,7/27/14,8/5/14,1
10420,Male,28,25 - 45,Caucasian,0,4,0,0,4,F,arrest case no charge,1,1,Risk of Recidivism,Low,Risk of Violence,3,Low,3/2/15,3/27/15,1
10422,Male,26,25 - 45,Caucasian,0,3,0,1,2,F,Burglary Dwelling Assault/Batt,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,9/22/13,10/11/13,1
10423,Male,28,25 - 45,Caucasian,0,2,0,0,2,F,Tamper With Witness/Victim/CI,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,10/30/14,12/11/14,1
10424,Male,49,Greater than 45,African-American,0,1,0,0,2,F,Neglect Child / No Bodily Harm,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/12/14,1/14/14,0
10425,Female,33,25 - 45,African-American,0,1,0,0,6,M,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/29/15,12/15/15,1
10426,Male,47,Greater than 45,Caucasian,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/16/13,10/29/13,0
10427,Male,56,Greater than 45,Caucasian,0,2,0,0,1,F,Possession of Hydrocodone,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/16/13,4/20/13,0
10428,Male,53,Greater than 45,Caucasian,0,4,0,0,8,M,Viol Injunct Domestic Violence,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/16/13,3/13/13,0
10429,Male,27,25 - 45,Other,0,2,0,0,2,M,Criminal Mischief Damage <$200,1,1,Risk of Recidivism,Low,Risk of Violence,3,Low,12/3/13,12/5/13,1
10430,Male,34,25 - 45,Hispanic,0,6,0,0,17,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,8,High,12/15/13,1/24/14,1
10431,Male,41,25 - 45,Caucasian,0,1,0,0,3,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/13/13,4/14/13,0
10432,Male,45,Greater than 45,African-American,0,4,0,0,6,F,Possession Of Alprazolam,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/14/14,1/15/14,0
10434,Male,47,Greater than 45,Caucasian,0,2,0,0,2,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,,,0
10436,Female,21,Less than 25,African-American,0,10,0,0,0,F,Burglary Dwelling Assault/Batt,0,0,Risk of Recidivism,High,Risk of Violence,9,High,1/31/13,4/19/13,0
10437,Male,27,25 - 45,Caucasian,0,4,0,1,2,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,3,Low,12/31/13,1/1/14,1
10439,Male,21,Less than 25,African-American,0,3,0,0,0,F,Burglary Conveyance Armed,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,1/31/14,2/14/14,0
10440,Male,31,25 - 45,Caucasian,0,1,0,0,0,F,Possession of Oxycodone,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/27/13,6/17/13,0
10443,Female,45,Greater than 45,Hispanic,0,1,0,0,0,M,Criminal Mischief Damage <$200,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/13/13,2/14/13,0
10444,Male,30,25 - 45,African-American,2,6,0,0,8,F,arrest case no charge,1,1,Risk of Recidivism,Medium,Risk of Violence,4,Low,3/26/13,3/27/13,0
10445,Male,43,25 - 45,Hispanic,0,1,0,0,1,M,DUI Property Damage/Injury,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/26/14,10/20/14,1
10446,Male,23,Less than 25,African-American,0,4,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,9/4/13,11/20/13,0
10447,Male,52,Greater than 45,Caucasian,0,1,0,0,1,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/22/13,4/28/13,0
10448,Male,48,Greater than 45,African-American,0,4,0,0,11,M,Resist/Obstruct W/O Violence,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,11/10/13,1/5/14,1
10449,Female,51,Greater than 45,African-American,0,2,0,0,3,M,Tampering With Physical Evidence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/4/13,12/5/13,0
10450,Male,30,25 - 45,Caucasian,0,2,0,0,1,M,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/28/15,1/28/15,1
10451,Female,29,25 - 45,African-American,0,4,0,0,5,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,9/5/14,9/6/14,1
10452,Female,44,25 - 45,African-American,0,1,0,0,0,F,Tampering With Physical Evidence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/11/13,9/11/13,0
10454,Male,34,25 - 45,African-American,0,6,0,0,12,F,Leaving the Scene of Accident,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,10/25/13,10/26/13,1
10455,Female,25,25 - 45,Hispanic,0,4,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,4/8/13,4/8/13,0
10456,Male,28,25 - 45,African-American,1,7,2,0,5,F,Aggrav Battery w/Deadly Weapon,1,0,Risk of Recidivism,Medium,Risk of Violence,8,High,1/9/13,1/11/13,1
10457,Male,28,25 - 45,African-American,0,7,0,0,9,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,12/18/13,1/30/14,1
10461,Male,37,25 - 45,Other,0,1,0,0,0,M,Viol Injunct Domestic Violence,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,2/7/16,2/9/16,0
10462,Female,34,25 - 45,Caucasian,0,3,0,0,0,F,Grand Theft (Motor Vehicle),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/8/13,9/9/13,0
10463,Male,23,Less than 25,African-American,0,7,2,1,3,M,Fail Register Vehicle,1,1,Risk of Recidivism,Medium,Risk of Violence,9,High,7/13/13,8/20/13,1
10464,Male,71,Greater than 45,Caucasian,0,1,0,0,3,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/25/15,4/1/15,0
10467,Male,45,Greater than 45,Caucasian,0,1,0,0,2,M,DUI Property Damage/Injury,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/10/13,12/10/13,0
10468,Female,33,25 - 45,Native American,0,7,0,0,5,F,Use of Anti-Shoplifting Device,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,12/17/13,12/19/13,1
10469,Male,29,25 - 45,African-American,0,1,0,0,0,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/28/13,11/29/13,0
10471,Male,52,Greater than 45,African-American,0,3,0,0,23,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/14/15,4/29/15,1
